Date;Time;Speed;Running;Battery Voltage;GSM signal strength;Odometer (Server);Satellites;Temperature A;Humidity A
2017-06-08;06:00;;;67;81;;10;25.1;41.3
2017-06-08;06:05;;;67;74;;10;25.1;41.3
2017-06-08;06:10;;;67;74;;10;25.1;41.3
2017-06-08;06:12;;;;77;;11;;41.9
2017-06-08;06:13;;;;74;;6;;41.3
2017-06-08;06:15;;;67;71;;10;25.1;41.9
2017-06-08;06:20;;;67;71;;10;25.1;41.3
2017-06-08;06:25;;;;;;;;
2017-06-08;06:25;;1;67;74;;12;25.1;41.9
2017-06-08;06:28;;;64;77;;;25.2;
2017-06-08;06:30;;;;65;;10;;41.3
2017-06-08;06:35;3;;67;74;;8;25.3;41.9
2017-06-08;06:39;3;;64;71;;9;;40.7
2017-06-08;06:40;;;;;;10;25.3;41.3
2017-06-08;06:45;1;1;64;71;;8;25.3;41.9
2017-06-08;06:45;;;;;;;;
2017-06-08;06:46;;;;;;;;41.3
2017-06-08;06:49;;;;;;;;41.9
2017-06-08;06:50;;;64;71;;9;25.3;42.5
2017-06-08;06:55;;;64;71;;9;25.4;45
2017-06-08;06:56;;;;;;10;;
2017-06-08;06:59;;;;68;;9;25.5;46.2
2017-06-08;07:00;;;64;;;10;;43.8
2017-06-08;07:05;;;64;74;;10;25.5;43.8
2017-06-08;07:09;;;;77;;9;;
2017-06-08;07:10;;;64;;;;25.5;45.6
2017-06-08;07:13;;;;;;10;;45
2017-06-08;07:15;;;64;81;;9;25.5;
2017-06-08;07:18;;;;;;;;45.6
2017-06-08;07:20;;;64;81;;10;25.5;
2017-06-08;07:24;;;;77;;9;;45.6
2017-06-08;07:25;;;64;;;10;25.5;
2017-06-08;07:30;;;64;81;;9;25.5;45.6
2017-06-08;07:32;;;;;;10;;
2017-06-08;07:35;;;64;74;;9;25.5;46.2
2017-06-08;07:36;;;;77;;10;;
2017-06-08;07:39;;;;;;;;45.6
2017-06-08;07:40;;;64;;;11;25.5;
2017-06-08;07:45;;;64;74;;10;25.5;45.6
2017-06-08;07:47;;;;;;;;
2017-06-08;07:47;;1;;;;7;;
2017-06-08;07:50;3;;;84;;9;25;42.5
2017-06-08;07:50;2;;64;;;11;24.3;47.9
2017-06-08;07:55;75;;61;81;;14;19.7;42.6
2017-06-08;08:00;117;;61;55;;15;17.9;49.1
2017-06-08;08:05;126;;61;90;;17;17.5;57.5
2017-06-08;08:10;126;;61;81;;15;17.5;60.5
2017-06-08;08:13;70;;;100;;17;17.6;
2017-06-08;08:15;;1;61;77;;18;17.7;58.1
2017-06-08;08:15;;;;;;;;
2017-06-08;08:20;;;61;74;;17;17.8;57.6
2017-06-08;08:25;;;61;84;;17;17.9;58.2
2017-06-08;08:30;;;61;77;;17;18;58.8
2017-06-08;08:35;;;61;84;;18;18.1;58.2
2017-06-08;08:40;;;61;81;;19;18.3;58.8
2017-06-08;08:45;;;61;84;;19;18.3;58.2
2017-06-08;08:50;;;58;84;;16;18.5;60.1
2017-06-08;08:55;;;61;81;;17;18.6;60.1
2017-06-08;09:00;;;61;84;;19;18.8;60.1
2017-06-08;09:05;;;61;81;;19;19;60.7
2017-06-08;09:10;;;58;81;;19;19.1;60.7
2017-06-08;09:13;;;61;;;;19.2;60.8
2017-06-08;09:15;;;58;81;;19;19.3;61.4
2017-06-08;09:20;;;58;81;;18;19.4;61.4
2017-06-08;09:25;;;58;77;;19;19.5;61.4
2017-06-08;09:30;;;58;81;;17;19.7;62.6
2017-06-08;09:35;;;58;81;;19;19.9;62.1
2017-06-08;09:40;;;58;77;;20;20.1;62.7
2017-06-08;09:45;;;58;81;;19;20.3;62.7
2017-06-08;09:50;;;58;84;;20;20.5;63.4
2017-06-08;09:55;;;58;84;;20;20.8;62.8
2017-06-08;10:00;;;58;87;;20;21;63.4
2017-06-08;10:05;;;58;87;;18;21.3;63.5
2017-06-08;10:10;;;58;87;;18;21.5;63.5
2017-06-08;10:13;;;;;;19;21.6;62.9
2017-06-08;10:15;;;58;81;;;21.7;
2017-06-08;10:20;;;58;87;;19;22;63.6
2017-06-08;10:25;;;58;87;;19;22.3;63
2017-06-08;10:30;;;58;87;;17;22.6;63
2017-06-08;10:35;;;58;84;;21;22.8;62.4
2017-06-08;10:40;;;58;84;;18;23;62.5
2017-06-08;10:45;;;58;84;;19;23.3;62.5
2017-06-08;10:50;;;58;84;;20;23.5;62.5
2017-06-08;10:55;;;55;87;;18;23.8;62.6
2017-06-08;11:00;;;55;84;;17;24;62.6
2017-06-08;11:05;;;55;87;;17;24.4;62.7
2017-06-08;11:10;;;55;84;;18;24.7;61.5
2017-06-08;11:13;;;;87;;;24.9;
2017-06-08;11:15;;;55;;;19;25;60.9
2017-06-08;11:20;;;55;84;;19;25.3;60.9
2017-06-08;11:25;;;55;84;;20;25.6;60.4
2017-06-08;11:30;;;55;84;;20;25.9;59.8
2017-06-08;11:35;;;55;84;;20;26.2;59.2
2017-06-08;11:40;;;55;87;;19;26.5;59.3
2017-06-08;11:45;;;55;84;;20;26.7;59.9
2017-06-08;11:50;;;55;84;;18;26.9;59.3
2017-06-08;11:55;;;55;84;;18;27;58.7
2017-06-08;12:00;;;55;84;;16;27.1;59.3
2017-06-08;12:05;;;55;81;;17;27.3;58.7
2017-06-08;12:10;;;55;84;;17;27.6;58.8
2017-06-08;12:13;;;;;;18;27.7;58.2
2017-06-08;12:15;;;55;84;;19;27.8;58.8
2017-06-08;12:20;;;55;84;;19;28;58.2
2017-06-08;12:25;;;50;84;;19;28.3;58.2
2017-06-08;12:30;;;50;81;;17;28.4;57.6
2017-06-08;12:35;;;50;81;;18;28.6;58.3
2017-06-08;12:40;;;50;81;;17;28.7;58.3
2017-06-08;12:45;;;50;81;;17;28.9;58.3
2017-06-08;12:50;;;50;84;;15;29.1;57.7
2017-06-08;12:55;;;50;84;;18;29.4;57.1
2017-06-08;13:00;;;50;81;;19;29.8;57.2
2017-06-08;13:05;;;50;84;;16;30.1;56.6
2017-06-08;13:10;;;50;77;;17;30.3;56
2017-06-08;13:13;;;;81;;;30.5;
2017-06-08;13:15;;;50;84;;17;30.6;55.4
2017-06-08;13:20;;;50;87;;16;30.8;55.5
2017-06-08;13:25;;;50;84;;18;31.1;55.5
2017-06-08;13:30;;;48;84;;18;31.5;54.9
2017-06-08;13:35;;;48;74;;17;31.8;54.3
2017-06-08;13:40;;;48;84;;17;32;54.4
2017-06-08;13:45;;;48;81;;17;32.1;53.7
2017-06-08;13:50;;;48;65;;18;32.3;41.9
2017-06-08;13:55;;;48;81;;18;32.3;48.8
2017-06-08;14:00;;;48;81;;18;32.2;49.4
2017-06-08;14:05;;;48;81;;17;32.3;50
2017-06-08;14:10;;;48;81;;16;32.5;50
2017-06-08;14:13;;;;87;;;32.6;50.7
2017-06-08;14:15;;;48;84;;16;32.8;51.3
2017-06-08;14:20;;;39;81;;16;33;51.4
2017-06-08;14:25;;;48;81;;16;33.1;51.4
2017-06-08;14:30;;;48;81;;17;33.2;51.4
2017-06-08;14:35;;;48;74;;16;33.4;50.8
2017-06-08;14:40;;;48;77;;17;33.6;51.4
2017-06-08;14:45;;;48;77;;16;33.8;50.8
2017-06-08;14:50;;;48;81;;16;34;50.2
2017-06-08;14:55;;;48;81;;15;34.3;50.2
2017-06-08;15:00;;;48;84;;14;34.5;50.3
2017-06-08;15:05;;;48;81;;15;34.8;49
2017-06-08;15:10;;;48;74;;14;35;48.4
2017-06-08;15:13;;;;;;15;35.1;48.5
2017-06-08;15:15;;;48;77;;;35.2;
2017-06-08;15:20;;;39;84;;15;35.3;48.5
2017-06-08;15:25;;;48;84;;15;35.4;47.9
2017-06-08;15:30;;;39;81;;15;35.5;47.2
2017-06-08;15:35;;;;;;;;
2017-06-08;15:35;;1;39;84;;13;35.6;47.3
2017-06-08;15:40;36;;39;90;;14;36.1;29.7
2017-06-08;15:45;127;;39;42;;16;36.8;22.2
2017-06-08;15:50;22;;39;74;;14;36.7;19.7
2017-06-08;15:55;39;;39;100;;16;36.1;17.7
2017-06-08;16:00;13;;39;87;;15;35.5;19
2017-06-08;16:05;;;39;68;;14;35.2;21.5
2017-06-08;16:10;56;;39;100;;15;34.9;19.6
2017-06-08;16:13;96;;;;;;34.8;22.7
2017-06-08;16:15;47;;39;100;;14;;23.3
2017-06-08;16:20;;1;39;90;;17;34.7;24
2017-06-08;16:20;;;;;;;;
2017-06-08;16:25;;;39;94;;15;34.6;24
2017-06-08;16:30;;;39;81;;15;34.5;25.2
2017-06-08;16:35;;;39;94;;15;34.4;25.2
2017-06-08;16:40;;;;;;;;
2017-06-08;16:40;;1;39;94;;16;34.3;25.8
2017-06-08;16:45;;;39;87;;16;34.5;21.4
2017-06-08;16:50;;1;39;100;;15;34.1;20.2
2017-06-08;16:50;;;;;;;;
2017-06-08;16:55;;;39;90;;16;34.2;21.4
2017-06-08;17:00;;;;;;;;
2017-06-08;17:00;23;1;39;90;;15;34.3;21.4
2017-06-08;17:05;12;;39;90;;16;33.8;19.5
2017-06-08;17:10;;;39;94;;16;33.1;20.1
2017-06-08;17:13;;1;;;;14;33.3;20.8
2017-06-08;17:13;;;;;;;;
2017-06-08;17:15;;;39;94;;15;33.4;
2017-06-08;17:20;;;39;87;;14;33.5;22
2017-06-08;17:25;;;39;97;;15;33.4;22
2017-06-08;17:30;;;39;100;;14;33.5;22.6
2017-06-08;17:35;;;39;94;;14;33.4;22
2017-06-08;17:40;;;39;100;;14;33.3;23.9
2017-06-08;17:45;;;39;100;;12;33.2;22.6
2017-06-08;17:50;;;39;100;;12;33;23.2
2017-06-08;17:55;;;39;97;;13;32.8;24.5
2017-06-08;18:00;;;39;100;;13;32.6;25.1
2017-06-08;18:05;;;39;100;;13;32.3;25.1
2017-06-08;18:10;;;39;97;;14;32;25.7
2017-06-08;18:13;;;;;;;31.9;
2017-06-08;18:15;;;39;100;;14;31.8;25.7
2017-06-08;18:17;;;;;;;;
2017-06-08;18:17;;1;;97;;15;31.6;26.3
2017-06-08;18:20;;;39;65;;13;29.6;28.7
2017-06-08;18:21;;;30;61;;15;29.5;29.3
2017-06-08;18:24;;;39;100;;16;29.1;29.2
2017-06-08;18:25;;;30;;;;;32.3
2017-06-08;18:27;31;;;74;;17;28.8;30.5
2017-06-08;18:30;;;39;100;;14;28.5;29.8
2017-06-08;18:31;;;;;;15;28.3;29.2
2017-06-08;18:35;10;;;97;;16;27.8;36.6
2017-06-08;18:35;;;39;;;;;36
2017-06-08;18:38;;;30;87;;19;27.6;35.9
2017-06-08;18:40;;;;100;;15;;
2017-06-08;18:41;67;;;74;;18;;
2017-06-08;18:44;36;;30;55;;13;27.6;34.7
2017-06-08;18:45;5;;;81;;19;27.3;31
2017-06-08;18:47;;1;;71;;17;26;36.4
2017-06-08;18:47;;;;;;;;
2017-06-08;18:50;;;30;100;;13;25.8;37
2017-06-08;18:50;;;;94;;;;
2017-06-08;18:55;;;30;100;;12;25.5;37.6
2017-06-08;18:59;;;;;;11;25.4;
2017-06-08;19:00;;;30;100;;10;25.3;38.2
2017-06-08;19:02;;;;;;16;;38.8
2017-06-08;19:05;;;30;100;;14;25.2;40
2017-06-08;19:05;;;;;;12;;39.4
2017-06-08;19:09;;;;;;15;25;
2017-06-08;19:10;;;30;100;;;;40
2017-06-08;19:13;;;;;;;;39.4
2017-06-08;19:15;;;30;100;;11;25;40.6
2017-06-08;19:20;;;30;100;;11;25;39.4
2017-06-08;19:24;;;;;;13;25.1;40
2017-06-08;19:25;;;30;100;;;;40.7
2017-06-08;19:30;;;30;100;;11;25;38.8
2017-06-08;19:35;;;30;100;;11;25;38.8
2017-06-08;19:40;;;30;100;;11;25.1;38.8
2017-06-08;19:45;;;30;100;;12;25.1;40
2017-06-08;19:50;;;25;100;;12;25.1;39.4
2017-06-08;19:55;;;30;100;;14;25.1;39.4
2017-06-08;20:00;;;30;100;;15;24.9;40
2017-06-08;20:05;;;30;100;;11;24.8;40.6
2017-06-08;20:10;;;30;100;;12;24.8;42.5
2017-06-08;20:13;;;;;;11;;40.6
2017-06-08;20:15;;;30;100;;;24.8;41.2
2017-06-08;20:20;;;25;100;;12;24.7;41.8
2017-06-08;20:25;;;30;100;;13;24.7;41.2
2017-06-08;20:30;;;30;100;;9;24.6;42.4
2017-06-08;20:30;;;;;;8;;41.8
2017-06-08;20:35;;;30;100;;11;24.7;
2017-06-08;20:40;;;30;100;;10;24.6;40.6
2017-06-08;20:45;;;30;100;;10;24.6;40.6
2017-06-08;20:50;;;30;100;;9;24.6;43.7
2017-06-08;20:55;;;30;100;;7;24.8;43.1
2017-06-08;21:00;;;30;100;;9;24.8;43.7
2017-06-08;21:05;;;30;100;;10;24.8;44.9
2017-06-08;21:10;;;30;100;;10;24.8;44.3
2017-06-08;21:13;;;;;;8;;
2017-06-08;21:15;;;30;100;;9;24.8;44.3
2017-06-08;21:20;;;30;100;;10;24.8;43.7
2017-06-08;21:25;;;30;100;;11;24.8;44.3
2017-06-08;21:30;;;30;100;;11;24.8;44.3
2017-06-08;21:35;;;30;100;;10;24.7;44.3
2017-06-08;21:39;;;;;;15;;
2017-06-08;21:40;;;30;100;;;24.7;44.3
2017-06-08;21:45;;;30;100;;12;24.8;46.1
2017-06-08;21:45;;;;;;;;45.5
2017-06-08;21:50;;;30;100;;11;24.8;46.1
2017-06-08;21:55;;;30;100;;11;24.8;46.1
2017-06-08;22:00;;;30;100;;12;24.8;45.5
2017-06-08;22:05;;;30;100;;14;24.8;46.1
2017-06-08;22:10;;;30;100;;13;24.8;46.8
2017-06-08;22:10;;;;;;15;;
2017-06-08;22:13;;;;;;11;;
2017-06-08;22:15;;;30;100;;;24.8;46.8
2017-06-08;22:20;;;30;100;;11;24.8;46.8
2017-06-08;22:25;;;30;100;;13;24.8;46.8
2017-06-08;22:30;;;30;100;;14;24.7;46.8
2017-06-08;22:30;;;;;;13;;46.1
2017-06-08;22:35;;;30;100;;12;24.7;
2017-06-08;22:40;;;30;100;;13;24.6;46.7
2017-06-08;22:45;;;30;100;;12;24.6;46.1
2017-06-08;22:48;;;;;;13;;46.7
2017-06-08;22:50;;;30;100;;15;24.6;47.4
2017-06-08;22:55;;;30;100;;11;24.6;46.7
2017-06-08;23:00;;;30;100;;16;24.5;43.7
2017-06-08;23:05;;;30;100;;11;24.5;46.7
2017-06-08;23:10;;;30;100;;10;24.5;46.7
2017-06-08;23:13;;;;;;;;47.3
2017-06-08;23:15;;;30;100;;9;24.5;46.7
2017-06-08;23:20;;;30;100;;10;24.5;46.1
2017-06-08;23:25;;;30;100;;10;24.5;46.7
2017-06-08;23:30;;;30;100;;11;24.5;46.7
2017-06-08;23:35;;;30;100;;11;24.5;46.1
2017-06-08;23:40;;;30;100;;13;24.5;46.1
2017-06-08;23:45;;;30;100;;13;24.5;46.7
2017-06-08;23:50;;;30;100;;11;24.5;45.5
2017-06-08;23:55;;;30;100;;15;24.5;46.7
2017-06-09;00:00;;;30;100;;14;24.4;46.7
2017-06-09;00:05;;;30;100;;15;24.4;46.7
2017-06-09;00:10;;;30;100;;16;24.5;47.3
2017-06-09;00:13;;;;;;14;24.4;
2017-06-09;00:15;;;30;100;;15;24.5;47.3
2017-06-09;00:20;;;30;100;;14;24.5;47.3
2017-06-09;00:25;;;30;100;;15;24.5;48
2017-06-09;00:30;;;25;100;;14;24.5;48
2017-06-09;00:35;;;25;100;;10;24.5;46.7
2017-06-09;00:40;;;25;100;;13;24.4;47.9
2017-06-09;00:45;;;25;100;;13;24.4;47.3
2017-06-09;00:50;;;25;100;;13;24.5;47.3
2017-06-09;00:55;;;25;100;;14;24.5;48.6
2017-06-09;01:00;;;25;100;;14;24.5;48.6
2017-06-09;01:05;;;25;100;;13;24.5;49.2
2017-06-09;01:10;;;25;100;;15;24.5;48
2017-06-09;01:13;;;;;;14;24.4;48.6
2017-06-09;01:15;;;25;100;;;;47.9
2017-06-09;01:20;;;25;100;;12;24.4;47.3
2017-06-09;01:25;;;25;100;;14;24.4;47.3
2017-06-09;01:30;;;25;100;;15;24.4;47.3
2017-06-09;01:35;;;21;100;;15;24.4;47.3
2017-06-09;01:40;;;25;100;;11;24.4;48.6
2017-06-09;01:44;;;25;100;;12;24.3;47.9
2017-06-09;01:50;;;25;100;;12;24.3;47.9
2017-06-09;01:55;;;25;97;;13;24.3;47.9
2017-06-09;01:59;;;25;100;;15;24.3;48.6
2017-06-09;02:04;;;25;100;;16;24.3;48.6
2017-06-09;02:09;;;25;97;;14;24.3;49.2
2017-06-09;02:13;;;;;;15;;47.9
2017-06-09;02:15;;;25;97;;;24.3;48.6
2017-06-09;02:19;;;25;97;;13;24.3;47.9
2017-06-09;02:24;;;25;97;;12;24.3;47.9
2017-06-09;02:29;;;25;97;;14;24.3;48.6
2017-06-09;02:34;;;25;97;;12;24.3;48.6
2017-06-09;02:39;;;25;100;;10;24.3;48.6
2017-06-09;02:44;;;25;100;;10;24.3;48.6
2017-06-09;02:49;;;25;100;;9;24.3;48.6
2017-06-09;02:54;;;25;97;;8;24.2;47.9
2017-06-09;02:59;;;25;100;;11;24.2;48.5
2017-06-09;03:04;;;21;100;;8;24.2;47.9
2017-06-09;03:09;;;21;100;;10;24.2;47.9
2017-06-09;03:14;;;21;97;;12;24.2;47.9
2017-06-09;03:19;;;21;100;;12;24.2;47.9
2017-06-09;03:24;;;21;100;;12;24.1;47.9
2017-06-09;03:29;;;21;100;;11;24.1;47.9
2017-06-09;03:34;;;21;100;;13;24.1;48.5
2017-06-09;03:39;;;21;100;;13;24.1;47.9
2017-06-09;03:44;;;21;100;;12;24.1;47.3
2017-06-09;03:49;;;21;100;;12;24.1;47.9
2017-06-09;03:54;;;21;100;;10;24.1;47.9
2017-06-09;03:59;;;21;100;;12;24;47.9
2017-06-09;04:04;;;21;100;;12;24;46.7
2017-06-09;04:09;;;21;100;;12;24;46.7
2017-06-09;04:13;;;19;;;10;;
2017-06-09;04:14;;;;100;;;24;47.3
2017-06-09;04:19;;;19;100;;10;24;46.7
2017-06-09;04:24;;;19;100;;11;24;47.3
2017-06-09;04:29;;;19;100;;9;23.9;47.3
2017-06-09;04:34;;;19;100;;10;23.9;46.7
2017-06-09;04:39;;;19;100;;9;23.8;47.3
2017-06-09;04:44;;;19;97;;11;23.8;46.7
2017-06-09;04:49;;;19;97;;9;23.9;46.1
2017-06-09;04:54;;;19;100;;13;23.8;47.3
2017-06-09;04:59;;;19;100;;11;23.8;47.3
2017-06-09;05:04;;;19;100;;11;23.8;47.3
2017-06-09;05:09;;;17;100;;9;23.8;47.9
2017-06-09;05:13;;;;;;10;;47.3
2017-06-09;05:14;;;17;100;;11;23.8;46.7
2017-06-09;05:19;;;17;97;;8;24;46.7
2017-06-09;05:24;;;17;100;;10;24;46.7
2017-06-09;05:29;;;17;100;;10;24;46.1
2017-06-09;05:34;;;17;100;;11;24;45.5
2017-06-09;05:39;;;17;100;;11;24.1;46.1
2017-06-09;05:44;;;17;100;;9;24.2;45.5
2017-06-09;05:49;;;17;100;;10;24.3;45.5
2017-06-09;05:54;;;17;100;;10;24.5;45.5
2017-06-09;05:59;;;17;100;;11;24.5;44.9
2017-06-09;06:04;;;17;100;;10;24.7;44.3
2017-06-09;06:09;;;17;100;;10;24.8;43.1
2017-06-09;06:13;;;;;;11;24.9;42.5
2017-06-09;06:14;;;17;100;;12;25;
2017-06-09;06:19;;;17;97;;11;25.1;40.7
2017-06-09;06:24;;;17;97;;11;25.4;39.5
2017-06-09;06:29;;;17;97;;14;26;38.3
2017-06-09;06:34;;;17;97;;12;26.7;38.3
2017-06-09;06:39;;;17;100;;11;27.3;37.1
2017-06-09;06:44;;;17;100;;11;27.5;37.8
2017-06-09;06:49;;;17;100;;9;27.8;36.6
2017-06-09;06:54;;;17;97;;13;28;36
2017-06-09;06:57;;;;100;;12;28.1;35.4
2017-06-09;06:59;;;17;;;;28.3;37.2
2017-06-09;07:04;;;17;100;;11;28.5;36
2017-06-09;07:09;;;17;100;;12;28.6;37.3
2017-06-09;07:13;;;;;;;28;38.4
2017-06-09;07:14;;;17;100;;12;27.8;39
2017-06-09;07:19;;;17;100;;12;27.4;39.6
2017-06-09;07:24;;;17;100;;12;27.3;41.5
2017-06-09;07:29;;;17;100;;11;27.3;42.1
2017-06-09;07:34;;;17;100;;12;27.3;42.1
2017-06-09;07:39;;;17;100;;13;27.5;42.7
2017-06-09;07:44;;;17;100;;13;27.4;37.8
2017-06-09;07:49;;;17;100;;12;27.3;35.9
2017-06-09;07:54;;;17;100;;11;27.3;35.9
2017-06-09;07:59;;;17;100;;11;27.3;34.7
2017-06-09;08:04;;;15;;;;;
2017-06-09;08:04;;;17;100;;10;27.3;34.7
2017-06-09;08:09;;;15;100;;12;27.5;34.7
2017-06-09;08:10;;;;;;;;35.3
2017-06-09;08:13;;;;;;13;27.6;35.9
2017-06-09;08:14;;;15;100;;;;
2017-06-09;08:19;;;;;;13;27.8;37.2
2017-06-09;08:19;;;15;100;;11;;36.6
2017-06-09;08:22;;;;;;13;27.9;37.8
2017-06-09;08:24;;;15;100;;11;28.1;
2017-06-09;08:25;;;;;;10;;38.4
2017-06-09;08:28;;;;;;12;28.2;37.2
2017-06-09;08:29;;;15;87;;10;;39.1
2017-06-09;08:34;;;13;87;;10;28.1;38.4
2017-06-09;08:34;;;;;;9;;39.1
2017-06-09;08:39;;;13;90;;9;28.3;37.8
2017-06-09;08:44;;;11;87;;;;38.5
2017-06-09;08:44;;;;;;;;
2017-06-09;08:44;;1;;71;;13;28.3;37.8
2017-06-09;08:49;;;11;65;;7;28.3;36.6
2017-06-09;08:54;;;9;100;;15;28.3;36.6
2017-06-09;08:57;9;;;84;;13;;
2017-06-09;08:59;;;7;100;;14;28.3;35.4
2017-06-09;09:02;2;1;;;;;28;34.7
2017-06-09;09:02;;;;;;;;
2017-06-09;09:04;;;7;100;;;27.9;35.3
2017-06-09;09:09;;;5;100;;;27.7;35.3
2017-06-09;09:13;;;;;;;27.6;35.9
2017-06-09;09:14;;;5;100;;;27.5;35.3
2017-06-09;09:19;;;3;100;;;27.5;35.9
2017-06-09;09:24;;;;100;;;27.3;34.7
2017-06-09;09:29;;;;100;;;27.2;35.3
2017-06-09;09:29;;;;;;;;34.7
2017-06-09;09:32;;;;;;;26.7;33.4
2017-06-09;09:34;;;;100;;;26.3;34
2017-06-09;09:36;;;;;;;26.1;34.6
2017-06-09;09:39;;;;100;;;25.8;35.8
2017-06-09;09:39;;;;;;;25.7;35.2
2017-06-09;09:42;;;;;;;25.5;35.8
2017-06-09;09:44;;;;100;;;25.3;36.4
2017-06-09;09:45;;;;;;7;;
2017-06-09;09:48;;;;;;8;25.1;37
2017-06-09;09:49;;;;100;;7;;36.4
2017-06-09;09:51;;;;;;6;;37
2017-06-09;09:54;;;;100;;7;25;36.3
2017-06-09;09:54;;;;;;;;37
2017-06-09;09:59;;;;100;;8;25;35.7
2017-06-09;10:01;;;;;;;24.9;
